BubbleSort,10,5e-06
BubbleSort,10,1e-06
BubbleSort,10,1e-06
BubbleSort,10,0
BubbleSort,10,1e-06
BubbleSort,10,0
BubbleSort,10,1e-06
BubbleSort,10,1e-06
BubbleSort,10,1e-06
BubbleSort,10,2e-06
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,1e-06
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,1e-06
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,1e-06
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
BubbleSort,10,0
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,2e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,5e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,2e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
QuickSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,1e-06
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,1e-06
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,1e-06
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,1e-06
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,1e-06
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,0
InsertionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
SelectionSort,10,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,2e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
BubbleSort,100,1e-06
